,,Redzes uzman?ba (pap?ra versija),,
,,TMT A,TMT B,
Dzimums,V?rdi/min R,"L(sek) P, A","L(sek) P, B",Vecums  
S,128.87,,,12
V,135.37,,,12
V,84.68,,,12
V,130.89,,,12
S,120.04,,,13
V,118.58,,,13
S,165.61,,,13
V,181.48,,,13
S,164.35,,,13
V,132.29,,,13
V,130.21,,,13
S,127.08,,,13
S,138.59,,,13
s,,37,118,11
V,153.94,,,13
V,96.99,,,12
V,154.76,,,12
S,147.71,,,13
V,146.23,,,13
V,96.42,,,13
V,183.11,,,14
V,184.09,,,14
V,126.27,,,14
V,121.91,,,14
V,121.76,,,14
V,144.86,,,13
V,166.92,,,14
V,127.08,,,13
S,148.90,,,15
V,123.85,,,14
S,150.94,,,14
S,142.40,,,14
S,184.05,,,14
S,148.91,,,14
S,118.40,,,14
V,134.19,,,14
S,139.31,,,14
V,151.96,,,14
S,180.93,,,14
S,143.75,,,14
S,125.02,,,14
S,126.95,,,14
S,170.53,,,13
V,76.51,,,14
S,179.08,,,13
V,138.99,,,15
V,122.75,,,15
V,149.13,,,15
V,162.40,,,16
V,167.49,,,15
V,133.45,,,15
S,125.71,33,68,15
S,151.76,29,54,15
S,140.36,20,153,15
S,165.96,26,68,15
S,97.50,41,55,12
S,125.98,38,98,12
S,91.87,,,9
V,48.44,,,9
V,44.07,,,9
S,45.08,,,9
S,91.10,,,10
S,92.29,,,10
V,89.47,,,11
S,98.39,,,10
S,106.46,,,10
S,120.41,,,9
S,133.93,44,85,12
V,118.35,,,10
V,114.05,,,10
V,95.23,,,8
V,55.69,,,9
V,53.20,,,8
V,29.01,,,8
V,54.07,,,8
V,30.93,,,8
V,48.42,,,8
V,49.32,,,8
S,143.83,52,86,12
S,40.90,,,8
S,79.10,,,8
V,55.55,,,8
S,46.75,,,8
V,67.98,,,8
V,103.64,,,9
S,62.38,,,8
S,77.81,,,9
S,50.04,,,9
S,86.11,,,9
V,75.96,27,132,13
S,96.08,,,9
V,61.01,,,10
S,85.39,,,9
S,78.52,,,9
S,36.86,,,7
S,75.03,,,9
S,47.17,,,7
V,71.96,,,7
V,86.58,,,14
V,143.51,,,13
V,126.32,37,100,13
V,171.35,,,13
V,133.93,,,13
V,133.54,,,13
V,150.91,,,14
V,83.01,,,15
V,141.28,,,14
S,127.10,,,14
S,121.76,,,14
V,128.44,,,14
V,145.93,,,14
V,129.00,27,51,13
V,125.40,,,14
V,120.93,,,14
S,120.61,,,15
S,148.02,,,13
S,115.20,,,14
S,180.56,,,14
S,129.61,,,14
S,152.34,,,14
S,139.29,53,154,13
S,121.83,,,14
S,153.85,,,14
S,174.11,,,14
S,132.06,,,13
S,148.44,50,73,13
S,127.64,41,61,13
S,132.20,36,62,13
S,150.17,43,124,12
S,156.25,,,13
V,121.46,44,152,12
S,150.00,42,187,12
S,109.71,46,101,12
V,60.00,32,146,12
S,137.65,26,85,12
S,125.81,43,99,13
V,151.76,37,121,12
V,113.27,52,104,12
S,102.81,42,145,13
S,181.40,33,153,12
S,150.00,62,84,12
S,135.09,25,50,12
S,91.76,35,96,12
S,139.82,45,85,15
S,144.84,43,126,14
S,182.97,28,55,15
V,144.44,36,77,15
V,124.84,34,55,15
S,117.19,42,69,14
V,141.18,47,62,15
V,160.41,34,69,15
S,141.51,46,79,11
V,140.79,31,106,11
S,135.20,39,70,11
S,122.71,24,93,11
S,82.98,56,187,12
V,109.71,26,67,11
V,23.57,96,293,7
V,101.05,58,96,7
S,141.82,59,217,8
V,164.68,49,102,12
V,60.00,72,,6
V,50.83,62,209,7
S,33.68,98,,7
V,52.31,66,,7
V,81.68,65,,7
V,88.48,62,,8
V,51.91,59,258,8
V,45.54,64,,8
V,89.55,44,?,7
V,26.88,46,?,8
S,153.21,36,227,11
V,66.64,95,222,8
V,41.59,195,,8
S,113.01,56,,9
S,54.67,90,,8
S,131.97,36,106,11
S,122.51,29,77,11
V,80.43,,,10
S,88.31,57,123,11
S,176.07,33,67,10
V,107.61,65,249,11
V,72.07,64,84,12
S,158.22,69,,11
S,116.88,42,122,11
V,94.59,45,134,11
V,140.00,26,62,15
S,56.25,37,158,11
S,101.76,37,94,11
S,130.84,38,,11
V,145.13,37,98,14
V,101.04,27,,14
V,93.39,27,74,14
V,152.94,44,78,12
V,110.08,49,,15
S,132.47,,,10
V,88.25,,,9
S,137.18,,,10
V,98.61,,,10
V,118.24,,,10
V,102.75,,,11
S,136.92,,,10
V,173.33,56,95,12
S,114.58,,,10
V,94.22,,,10
V,84.64,,,10
S,71.47,,,9
S,51.84,,,9
S,78.91,,,9
S,63.76,,,9
S,79.32,,,9
V,66.02,,,9
S,60.71,,,9
V,38.14,67,,7
V,25.82,115,,7
S,12.78,68,,7
V,104.35,69,,7
S,47.94,56,,7
S,60.59,59,,7
S,164.33,61,,7
S,24.47,89,,7
V,20.01,68,,7
V,36.94,54,,7
S,31.10,70,,7
S,24.18,,,7
S,43.66,,,7
S,67.38,,,7
S,77.99,,,7
S,83.81,,,7
S,26.83,,,7
S,19.25,,,7
S,19.96,,,7
S,26.07,,,7
S,19.69,,,7
V,44.22,,,7
V,149.80,,,18
S,146.68,,,18
S,143.65,,,18
V,173.27,,,18
S,55.68,,,8
S,41.95,,,8
V,10.50,,,9
V,36.92,,,8
S,27.84,,,8
S,63.66,,,8
V,109.60,,,8
V,35.45,,,9
S,28.18,,,8
V,123.53,,,9
V,52.48,,,8
V,97.08,,,9
S,64.58,,,8
V,68.35,,,8
S,68.96,,,8
S,57.22,,,8
S,79.99,,,8
V,78.31,,,8
V,27.62,,,8
S,125.24,,,8
S,98.65,,,7
S,91.43,51,275,9
S,122.93,42,64,9
S,104.53,72,201,8
S,124.27,,,9
S,90.27,71,115,9
V,109.09,26,134,9
S,77.34,52,,9
V,80.58,59,177,9
S,67.29,69,,9
V,13.79,58,158,8
V,70.92,73,229,9
S,107.34,49,242,9
V,49.89,98,400,9
S,106.96,74,297,9
V,126.58,53,154,8
S,52.75,58,149,9
V,95.59,50,136,9
V,101.85,29,98,9
S,131.32,46,205,9
V,102.04,111,277,9
V,107.91,67,113,9
S,71.05,66,223,8
S,81.52,79,139,9
S,106.37,86,303,9
V,80.84,53,,9
S,102.74,62,176,9
S,214.29,50,215,9
V,140.19,59,176,9
V,145.45,51,99,11
V,88.44,36,,11
S,134.53,31,62,10
S,154.15,27,102,10
V,89.07,46,73,10
S,71.56,43,81,10
V,66.44,23,155,10
V,97.53,31,112,10
V,72.45,44,,10
V,133.33,45,,10
V,132.87,57,130,9
S,134.74,38,143,10
V,88.29,49,120,9
S,91.12,42,79,10
S,135.21,57,111,10
S,133.69,42,253,10
S,114.58,58,175,10
S,52.14,,,9
S,94.22,62,161,10
S,115.20,,,10
V,142.72,37,213,10
S,136.20,,,10
S,86.15,,,10
S,132.28,,,10
S,136.99,,,9
V,95.95,,,11
V,66.84,,,11
S,108.60,,,11
V,110.90,,,11
V,78.94,,,11
V,113.56,,,11
S,144.02,,,11
S,130.08,,,11
S,152.57,,,11
S,67.81,,,11
V,41.81,,,11
S,42.10,,,11
S,126.35,,,11
V,112.92,,,12
V,103.41,,,11
V,106.84,,,12
V,122.81,,,11
V,142.54,,,11
V,98.64,,,11
V,122.58,,,11
V,81.00,,,11
S,130.32,,,11
S,130.78,,,11
S,119.06,,,11
V,174.55,,,12
V,122.64,,,12
V,156.47,,,12
V,91.93,,,12
V,152.72,,,12
V,118.98,,,12
S,122.03,,,12
V,76.84,,,12
V,119.96,,,12
S,137.89,,,12
S,84.35,,,12
V,130.71,,,12
V,141.56,,,12
S,124.52,,,12
V,112.65,,,14
S,171.15,,,12
V,145.79,,,13
S,129.42,,,12
S,112.33,,,13
V,103.64,,,13
S,139.53,,,13
S,97.52,,,14
V,119.16,,,13
S,110.30,,,13
S,79.26,,,13
S,135.33,,,13
V,101.63,,,13
S,128.29,,,13
S,155.08,,,13
V,136.68,,,13
V,134.55,,,13
V,91.08,,,13
V,73.88,,,13
S,127.49,,,14
V,139.79,,,13
S,127.01,,,14
S,137.23,,,14
V,143.68,,,15
S,115.62,,,13
V,133.63,,,14
S,164.84,,,14
S,148.37,,,14
S,141.76,,,13
V,154.09,,,14
V,75.76,,,14
V,154.61,,,14
V,115.80,,,15
V,163.30,,,14
V,174.01,,,14
S,174.69,,,14
S,113.95,,,13
S,127.81,,,14
S,137.53,,,14
S,161.15,,,14
V,139.79,,,14
V,177.51,,,14
V,112.30,,,14
V,140.82,,,14
V,181.52,,,15
V,134.78,,,14
V,117.81,,,15
V,180.72,,,15
v,,47,130,11
s,,53,142,11
s,,51,103,11
v,,32,110,11
v,,37,168,12
v,,48,135,11
V,92.95,,,9
v,,37,57,12
s,,46,78,11
v,,44,87,11
s,,39,74,11
s,,30,78,11
s,,37,90,11
v,,35,220,9
v,,75,248,9
v,,44,,10
v,,59,,9
S,88.24,,,10
s,,57,159,9
s,,51,111,9
s,,30,87,9
s,,58,84,9
v,,65,385,9
v,,48,136,10
s,,42,99,9
s,,36,107,9
v,,34,134,9
v,,45,,9
S,92.36,,,9
s,,56,168,10
s,,55,,7
s,,53,108,10
s,,72,98,10
s,,53,190,9
s,,55,201,10
s,,85,165,8
v,,52,247,10
v,,75,145,10
v,,35,,9
S,85.20,,,9
s,,70,178,8
s,,79,252,8
s,,78,148,8
v,,68,137,8
s,,64,,8
v,,38,67,11
v,,60,108,11
s,,53,82,11
s,,40,62,12
s,,42,61,11
V,88.60,,,9
s,,40,72,12
v,,54,97,11
v,,47,75,11
v,,59,88,12
s,,33,76,11
s,,31,60,11
s,,62,244,11
s,,37,95,12
s,,22,68,12
s,,39,101,13
V,111.91,,,10
S,112.16,,,9
s,,29,93,12
s,,37,62,12
s,,32,51,12
s,,46,169,12
s,,80,124,12
s,,37,129,12
v,,38,121,12
s,,38,160,12
S,122.59,,,9
S,134.17,,,9
S,77.15,,,9
S,92.13,,,9
S,116.54,,,9
S,87.73,,,9
S,116.83,,,9
S,55.10,,,9
V,58.28,,,9
V,85.48,,,9
V,67.85,,,9
V,120.88,,,9
V,99.10,,,10
V,81.03,,,9
S,54.05,,,7
S,56.27,,,7
S,34.86,,,7
S,66.05,,,7
V,69.34,56,203,10
V,107.73,31,227,10
S,44.63,64,,8
V,32.24,61,,8
V,100.92,44,,8
V,37.56,84,195,9
S,42.53,67,484,8
V,45.88,54,,8
V,50.20,56,,9
V,94.24,,,8
S,,,,8
V,93.66,27,106,10
V,8.51,49,,8
V,,,,7
V,92.97,38,,14
V,95.49,53,184,14
V,110.56,56,,12
V,43.74,80,,11
V,141.98,31,,12
V,45.04,76,,9
V,67.40,37,191,10
V,43.65,44,,11
V,44.16,56,60,10
V,42.02,85,,9
V,43.59,66,209,9
V,67.18,42,,10
V,112.44,56,,13
V,149.43,25,125,17
S,155.52,28,48,12
V,112.46,45,142,16
V,76.62,25,,16
S,75.55,36,,19
S,134.67,30,64,18
V,40.54,41,149,12
V,96.94,52,72,13
V,103.12,51,102,14
V,110.53,34,72,18
V,106.85,26,60,14
V,118.88,34,107,15
V,116.10,35,138,14
V,74.57,42,103,14
,116.91,,,
V,100.61,47,,15
V,96.77,29,60,14
V,53.13,75,221,11
V,136.70,28,130,17
S,92.14,40,121,10
V,45.54,82,,10
V,91.32,55,267,9
V,88.13,45,,9
V,58.35,48,99,11
V,71.10,25,80,12
V,88.46,46,,16
V,57.82,67,185,9
S,112.46,38,100,17
S,81.07,39,117,10
S,95.33,33,108,12
